Start,End,Open,High,Low,Close,Volume,Market Cap
2017-04-22,2017-04-23,48.2244,48.7421,48.1731,48.5705,43041760.06944445,4405989099.2979765
2017-04-21,2017-04-22,49.6722,49.6722,48.1403,48.2678,55431468.64111498,4455404408.57294
2017-04-20,2017-04-21,48.3053,49.989,48.1323,49.721,96962787.15277778,4445372579.985741
2017-04-19,2017-04-20,50.7075,50.948,47.2605,48.3049,67088604.166666664,4598481421.781094
2017-04-18,2017-04-19,48.3046,51.0302,48.2971,50.7203,63492852.43055555,4509216903.411885
2017-04-17,2017-04-18,48.7185,48.7454,48.0518,48.295,33584987.108013935,4385827184.697907
2017-04-16,2017-04-17,49.1015,49.1431,48.1873,48.6751,55064705.902777776,4411921572.845162
2017-04-15,2017-04-16,47.5741,49.57,47.1754,49.1679,69612802.77777778,4367672552.582129
2017-04-14,2017-04-15,50.2194,50.2194,46.7625,47.6627,126346993.03135888,4342694129.074198
2017-04-13,2017-04-14,46.2873,50.9138,46.2873,50.164,140874146.5277778,4413013425.858347
2017-04-12,2017-04-13,43.4072,47.232,43.11,46.2747,43640872.916666664,3995306168.073736
2017-04-11,2017-04-12,43.4352,44.2528,43.2997,43.4256,45688047.222222224,3962131464.0766315
2017-04-10,2017-04-11,43.267,44.1359,42.4154,43.4898,48871562.71777003,3896382397.016301
2017-04-09,2017-04-10,44.3071,44.4905,42.8928,43.2898,48713650,3950187398.38493
2017-04-08,2017-04-09,42.1626,45.2053,41.7308,44.4138,86906038.19444445,3968289578.515386
2017-04-07,2017-04-08,43.2421,44.0375,41.646,42.2385,122697741.81184669,3848066193.934958
2017-04-06,2017-04-07,45.304,45.6419,40.9011,43.2332,121439871.52777778,4003641296.144772
2017-04-05,2017-04-06,44.6419,47.8434,44.5381,45.5301,125525384.72222222,4182343584.0608997
2017-04-04,2017-04-05,44.3564,45.7396,41.7218,44.8505,165294097.2222222,3930377582.133405
2017-04-03,2017-04-04,48.7487,48.8212,43.4097,44.2916,205192696.8641115,4176652261.7784996
2017-04-02,2017-04-03,50.6995,51.2745,45.4258,48.7985,94340774.30555555,4533538120.901398
2017-04-01,2017-04-02,50.0373,51.9283,48.8753,50.6929,113075503.125,4534704297.939726
2017-03-31,2017-04-01,52.2058,52.2058,47.3803,50.0247,119428854.3554007,4493285581.907028
2017-03-30,2017-03-31,53.1261,53.314,51.8668,52.2622,106740225,4750918976.3110895
2017-03-29,2017-03-30,50.7749,53.869,50.5485,53.1553,130847575.34722222,4715371203.666151
